사업장명,소재지(지번)
닥엔돈스 쪽갈비치킨 수진점,경기도 성남시 수정구 수진동 663-1 1층(일부) 
신참떡볶이 성남 보건소점,경기도 성남시 수정구 태평동 7340-6 1층 103호 
신흥동맛집,경기도 성남시 수정구 신흥동 4114 1층 일부 
위례 리브루 카페,경기도 성남시 수정구 창곡동 546-7 1층101호 
전통맛집할매순대국 위례본점,경기도 성남시 수정구 창곡동 547-12 1층(일부) 
카페다(태평점),경기도 성남시 수정구 태평동 3640 1층(일부) 
장수꺼먹돼지,경기도 성남시 수정구 단대동 178-1 1층 
대구막창,"경기도 성남시 수정구 복정동 647-7 트윈빌Ⅱ,1층 "
그린스파이시,경기도 성남시 수정구 신흥동 4124 7층 706호 일부 
풍원장 손칼국수,"경기도 성남시 수정구 시흥동 293 판교 제2테크노밸리 경기 기업성장센터,지하1층B115호 "
부산댁,경기도 성남시 수정구 창곡동 556-1 1층(102호) 
라라식당,경기도 성남시 수정구 신흥동 2876 1층 
화담정원,경기도 성남시 수정구 태평동 7068-5 1층(일부) 
웰빙 논두렁 우렁쌈밥 전문점,경기도 성남시 수정구 오야동 301-34 1층 
이가네 진맛,경기도 성남시 수정구 태평동 3631 1층(일부) 
비비큐 태평점,경기도 성남시 수정구 태평동 5321 1층(일부) 
봄날,경기도 성남시 수정구 신촌동 117-6 1~2층 
정든포차,경기도 성남시 수정구 신흥동 5192 1층(일부) 
영동,"경기도 성남시 수정구 태평동 3429-4 광장빌딩,지하1층(일부) "
하루엔소쿠 신흥롯데시네마점,경기도 성남시 수정구 신흥동 4124 2층 222호 
24시 전주명가콩나물국밥,"경기도 성남시 수정구 태평동 3484-2 성조빌,1층(일부) "
대성식당,경기도 성남시 수정구 수진동 89-1 1층 
한사리감자탕&뼈구이 위례점,경기도 성남시 수정구 창곡동 509 위례중앙타워 B22(일부)호 
온미당온미족발,"경기도 성남시 수정구 창곡동 509-2 아이에스센트럴타워,1층 121, 122호 "
멕시카나 신흥역점,경기도 성남시 수정구 신흥동 2537 1층(일부) 
순살만공격 성남센터점,경기도 성남시 수정구 신흥동 4508 2층(일부) 
카페 1988,"경기도 성남시 수정구 복정동 714-4 엔에스비 빌딩,1층(일부) 101호 "
백미함,경기도 성남시 수정구 태평동 5219 1층 일부 
에이치앤,경기도 성남시 수정구 태평동 3139 1층 일부호 
참새방앗간,경기도 성남시 수정구 복정동 664-15 1층 
디안한우곰탕콩국수,경기도 성남시 수정구 사송동 649-1 1~2층 
쉐프의 만찬,경기도 성남시 수정구 신흥동 5628 1층 
동명카츠,"경기도 성남시 수정구 창곡동 547-6 정프라자,1층 가-102호 "
연변 허흑오리,경기도 성남시 수정구 수진동 78 1층(일부) 
알짜배기,"경기도 성남시 수정구 창곡동 509-1 우성트램타워,1층A-114호 "
제이든키친,경기도 성남시 수정구 수진동 4261 1층 
씨제이프레시웨이(주) 성남시의료원 장례식장,"경기도 성남시 수정구 태평동 3309 성남시의료원,지하2층(일부) "
뱃노리횟집,"경기도 성남시 수정구 창곡동 562-1 위례우남역KCC웰츠타워, 1층 1016호"
돈우모리,"경기도 성남시 수정구 시흥동 293 판교 제2테크노밸리 경기 기업성장센터 지하1층 B120, 121호 "
개성손만두,"경기도 성남시 수정구 창곡동 562 아이페리온,2층201호 "
쁘알레,"경기도 성남시 수정구 창곡동 529 아트리버 푸르지오,2층206호 "
도림궁,경기도 성남시 수정구 심곡동 327-2 2층(일부) 
13애비뉴,경기도 성남시 수정구 심곡동 327-2 1층(일부) 
삼빠찹쌀닭강정,경기도 성남시 수정구 신흥동 2907 1층 
응암역소문난순대국 위례점,경기도 성남시 수정구 창곡동 551-7 1층(일부) 
테이블 바이 썬(Table by sun),경기도 성남시 수정구 태평동 3745-8 1층 
역전할머니 맥주 위례,"경기도 성남시 수정구 창곡동 509-2 아이에스센트럴타워,1층105,106호 "
조가네갑오징어 청계산점,경기도 성남시 수정구 상적동 310-3 2층 
월수금 위례광장로점,"경기도 성남시 수정구 창곡동 505 위례 한화 오벨리스크 센트럴스퀘어,1층 1061,1062호 "
토브나인(tov9),"경기도 성남시 수정구 사송동 562-3 1,2층 일부 "
로우테라스,경기도 성남시 수정구 고등동 611-4 1층 
컴포즈커피위례역점,경기도 성남시 수정구 창곡동 550-6 1층 일부 
다온슈퍼,경기도 성남시 수정구 태평동 6520-1 1층(일부)102호 
이길구통닭,경기도 성남시 수정구 고등동 595-14 1층 
이새분식,경기도 성남시 수정구 고등동 603 1층 136호~137호 
성성칼국수,"경기도 성남시 수정구 창곡동 509 위례중앙역 중앙타워,2층205~207호 "
황제,경기도 성남시 수정구 상적동 297-4 1층 
강돈,경기도 성남시 수정구 고등동 596-7 1층 
정미자 신림동 또순이순대,경기도 성남시 수정구 창곡동 547-13 1층(일부) 
역전할머니맥주 신흥역점,경기도 성남시 수정구 신흥동 4199 1층 
크래프트인하우스 비어탭룸,"경기도 성남시 수정구 창곡동 558-4 스타 존,1층(일부)103호 "
비비큐 복정점,경기도 성남시 수정구 복정동 692-14 1층(일부)102호 
37.5 위례점,"경기도 성남시 수정구 창곡동 525-9 지하1층, 지상1층 "
처갓집양념치킨 위례역점,"경기도 성남시 수정구 창곡동 547-2 으뜸프라자,1층106호 "
불닭발땡초동대문엽기떡볶이 성남태평점,경기도 성남시 수정구 태평동 5947 2층 
스시선,경기도 성남시 수정구 신흥동 4124 2층235호 
신신원,경기도 성남시 수정구 고등동 611-1 1층 
후야식당,"경기도 성남시 수정구 신흥동 3788-1 동호타운빌,1층(일부) "
씨엑스푸드,경기도 성남시 수정구 태평동 887 1층(일부) 
명동칼국수,경기도 성남시 수정구 고등동 594-3 1층 
담아가,"경기도 성남시 수정구 고등동 592 호반써밋 판교밸리,1층107호 "
카페(CAFE) 53,경기도 성남시 수정구 고등동 580-6 1층(일부) 
송탄 이서방 부대찌개,경기도 성남시 수정구 창곡동 555-3 1층 
브라이트스타 성남점,경기도 성남시 수정구 수진동 3407 1층(일부) 
가마로강정 위례점,"경기도 성남시 수정구 창곡동 595 지하1층,B108호 "
고등식당,경기도 성남시 수정구 고등동 396-8 1층(일부) 
코코후라이드,경기도 성남시 수정구 복정동 660-16 1층(일부) 
밈(MIM),경기도 성남시 수정구 창곡동 525-7 1층(일부) 
도도해,경기도 성남시 수정구 태평동 3488-2 1층 
묘한식당,"경기도 성남시 수정구 창곡동 509-1 우성트램타워,1층B-120호 "
경성주막 1929 성남태평점,경기도 성남시 수정구 수진동 2935 2층 
"페이지, 27","경기도 성남시 수정구 신흥동 891 1층, 일부호 "
비비큐(BBQ) 성남산성점,경기도 성남시 수정구 신흥동 921 1층 일부호 
논골집,"경기도 성남시 수정구 고등동 603 131,132호"
명가통닭,경기도 성남시 수정구 태평동 7346 가천대역 두산위브 상가동 104호 
천년갈비,경기도 성남시 수정구 창곡동 523-1 1층 전부 
집밥포차,경기도 성남시 수정구 태평동 6408 1층 일부 
푸라닭 성남위례신도시점,"경기도 성남시 수정구 창곡동 562-2 힘찬프라자, 1층 123호,124호 "
친구야,"경기도 성남시 수정구 신흥동 4186 지하1층, 일부 "
꿀먹은강정 성남점,경기도 성남시 수정구 신흥동 3778 1층 일부 
연식당,경기도 성남시 수정구 복정동 645-10 1층 일부 
뚜삐,경기도 성남시 수정구 창곡동 551-3 지하1층 일부 
자매만두,경기도 성남시 수정구 수진동 2959 2층 일부 
집나간 고등어,"경기도 성남시 수정구 창곡동 530 위례 아트리버 푸르지오 1단지 상가동 107, 108, 109, 110, 111호 "
동래정 위례점,"경기도 성남시 수정구 창곡동 505 위례 한화 오벨리스크 센트럴스퀘어 1052,1053호 "
투다리고등호반점,경기도 성남시 수정구 고등동 596 1층 
피자스톰성남신흥점,경기도 성남시 수정구 신흥동 4489 1층 
백번식당,경기도 성남시 수정구 신흥동 2516 4층 
라이브러리카페 커도의서재,경기도 성남시 수정구 창곡동 566 1층 
이모네,경기도 성남시 수정구 수진동 3157 1층(전부) 
소라,"경기도 성남시 수정구 창곡동 509-2 아이에스센트럴타워, 104호 "
버거앤프라이즈위례점,"경기도 성남시 수정구 창곡동 562 아이페리온, 125호 "
소요일 위례직영점,"경기도 성남시 수정구 창곡동 505 위례 한화 오벨리스크 센트럴스퀘어, 1056,1057 "
오투닭갈비,경기도 성남시 수정구 고등동 575-2 1층 전부 
춘형가 2호점,경기도 성남시 수정구 상적동 21-1 3층 
도우라이크피자 성남점,경기도 성남시 수정구 신흥동 4513 1층 일부 
인더스크랩,경기도 성남시 수정구 복정동 706-9 1층 일부 
위례오리바베큐,경기도 성남시 수정구 창곡동 547-9 1층 101호 
정직한식탁,경기도 성남시 수정구 창곡동 594 일부 E동 
갓잇 위례점(GOD EAT),경기도 성남시 수정구 창곡동 525-2 1층 전부 
한잔해,경기도 성남시 수정구 신흥동 5408 1층 일부 
티케이(TK)푸드,경기도 성남시 수정구 신흥동 5562 2층 일부 
이삼돈,경기도 성남시 수정구 신흥동 2797 1층 
비비큐(BBQ) 남위례점,경기도 성남시 수정구 창곡동 552-7 1층 
호로롱양꼬치,경기도 성남시 수정구 창곡동 556-2 1층 
북경성반점,경기도 성남시 수정구 복정동 678-4 1층 
육마니 가천대점,경기도 성남시 수정구 복정동 696-6 1층 
육마니1,경기도 성남시 수정구 복정동 696-6 지하1층 일부 
커피인류위례점,"경기도 성남시 수정구 창곡동 513 에이플타워, 112호 "
엉클39,경기도 성남시 수정구 창곡동 525-11 지상1층~지하1층 각일부 
꼬꼬댁 왕후라이드 성남점,경기도 성남시 수정구 신흥동 6953 산성역포레스티아 상가1동 210호
김가네 산성역점,경기도 성남시 수정구 신흥동 6952 105호
카쿠레가 성남태평점,경기도 성남시 수정구 수진동 2935 1층 일부 
중앙분식,경기도 성남시 수정구 태평동 3681 중앙공설시장 154호
온도,경기도 성남시 수정구 태평동 3681 중앙공설시장 2층 241호
비비큐수진역점,경기도 성남시 수정구 수진동 2193 금성빌딩 1층 일부 
팔남매집,"경기도 성남시 수정구 태평동 3681 중앙공설시장, 가-9 237~238호 "
꾸브라꼬숯불두마리치킨,"경기도 성남시 수정구 신흥동 5971 성신빌딩, 1층 일부 "
자매전집,"경기도 성남시 수정구 태평동 3681 중앙공설시장, (가-12)157,158호 "
대게조은날,경기도 성남시 수정구 창곡동 555-7 1층 
큰이모네,"경기도 성남시 수정구 태평동 3681 중앙공설시장, 263호 "
이모네,"경기도 성남시 수정구 태평동 3681 중앙공설시장, 가-25, 261~262호 "
"골목, 기연",경기도 성남시 수정구 단대동 94-18 1층 
이미자포차,"경기도 성남시 수정구 태평동 3681 중앙공설시장, (나-4)225,226,227 "
이에프앤바(EF&BAR),"경기도 성남시 수정구 고등동 593-3 고산빌딩, 2층 일부 "
삼양해장국,"경기도 성남시 수정구 태평동 3681 중앙공설시장,(가-11)181,182 "
설악옥길네,"경기도 성남시 수정구 태평동 3681 중앙공설시장,236호 "
진아네,"경기도 성남시 수정구 태평동 3681 중앙공설시장, 231호 "
주연,경기도 성남시 수정구 창곡동 552-1 1층 일부 
오늘돈내일까스,"경기도 성남시 수정구 태평동 3681 중앙공설시장, 120호 "
신사골감자탕 위례점,"경기도 성남시 수정구 창곡동 547-6 정프라자, (가-104,105호) "
생줄리앙키친,경기도 성남시 수정구 창곡동 562 아이페리온 116호
신돈 삼겹살,경기도 성남시 수정구 태평동 5737 1층 
치킨처럼&왕갈비통닭,경기도 성남시 수정구 태평동 3681 중앙공설시장 163호
장's,경기도 성남시 수정구 태평동 3681 중앙공설시장 160호
왕눈이,경기도 성남시 수정구 태평동 3681 중앙공설시장 235호
전주식당,경기도 성남시 수정구 태평동 3681 중앙공설시장 230호
하루엔소쿠 성남고등지구점,경기도 성남시 수정구 고등동 603 반도아이비밸리 104호
전주식당,경기도 성남시 수정구 태평동 3681 중앙공설시장 229호
33떡볶이포레스티아점,경기도 성남시 수정구 신흥동 30-5 1층 일부 
해상푸드,경기도 성남시 수정구 신흥동 4058 1층 
본죽앤비빔밥,경기도 성남시 수정구 고등동 603 110호
역전우동0410 성남을지대점,경기도 성남시 수정구 양지동 223 1층 일부 
투레빗2022,경기도 성남시 수정구 창곡동 538-2 1층 
춘향골 설화 추어탕,경기도 성남시 수정구 태평동 3681 중앙공설시장 118호
평범한,경기도 성남시 수정구 창곡동 525-6 1층 
피제이피자 성남점,경기도 성남시 수정구 신흥동 2631 1층 일부 
나미루라멘(위례점),경기도 성남시 수정구 창곡동 562-2 힘찬프라자 112호
전설의짬뽕 산성역점,경기도 성남시 수정구 신흥동 6952 산성역포레스티아 상가2동 208호
새소리물소리,경기도 성남시 수정구 오야동 278 1층 일부 
청춘철판,경기도 성남시 수정구 신흥동 3856 1층 
은하,경기도 성남시 수정구 복정동 690-4 1층 
비비큐신흥점,경기도 성남시 수정구 신흥동 2500 1층 일부 
노걸대엔배터지는생돈까스,경기도 성남시 수정구 신흥동 4204 1층 
가메골 수제왕만두,경기도 성남시 수정구 태평동 3728 1층 일부호 
무모한초밥(위례점),"경기도 성남시 수정구 창곡동 507 위례 보미리즌빌, 112-1 "
닥치고떡볶이 위례점,경기도 성남시 수정구 창곡동 546-2 112호
깻잎막회 채채분식,경기도 성남시 수정구 태평동 6289 1층 
블루 웨이브 커피,경기도 성남시 수정구 고등동 603 125호 일부 
우연히카페,경기도 성남시 수정구 수진동 3005 1층 일부 
삼겹살 맛집,경기도 성남시 수정구 신흥동 5560 1층 
낭만포차,경기도 성남시 수정구 수진동 2986 현대빌라트 101호
푸라닭 성남수진점,경기도 성남시 수정구 수진동 3991 성남밀란체3 104호
